TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11965.00000        9.38974
TAB:  Serbia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 Serbia Deaths    cc1=  .995143 cc2=  .826112 lx=  5.54146 if= 103 il= 137 6/7/2020   n=  34 now=     250 end=        255       249       253 U=    14.31 T=   83.6 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1= 103. x2= 137. y1= -1.35 y2= -3.73 BEST
AAA2     1 Serbia Deaths    cc1=  .995206 cc2=  .826112 lx=  5.54346 if= 103 il= 137 6/7/2020   n=  34 now=     250 end=        255       249       253 U=    14.31 T=   83.6 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1= 103. x2= 137. y1= -1.35 y2= -3.73 BEST
GP: Deaths    Serbia 6/7/2020        137     250      255     249      253    51   117 5/18/2020 
AAA1     1 Serbia Deaths    cc1=  .994741 cc2=  .823242 lx=  5.54146 if= 104 il= 137 6/7/2020   n=  33 now=     250 end=        255       249       253 U=    14.25 T=   83.8 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1= 104. x2= 137. y1= -1.41 y2= -3.73 BEST
AAA2     1 Serbia Deaths    cc1=  .994847 cc2=  .823242 lx=  5.54446 if= 104 il= 137 6/7/2020   n=  33 now=     250 end=        255       249       253 U=    14.25 T=   83.8 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1= 104. x2= 137. y1= -1.41 y2= -3.73 BEST
GP: Deaths    Serbia 6/7/2020        137     250      255     249      253    51   117 5/18/2020 
AAA1     1 Serbia Deaths    cc1=  .994316 cc2=  .820238 lx=  5.54146 if= 105 il= 137 6/7/2020   n=  32 now=     250 end=        255       249       253 U=    14.21 T=   84.0 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1= 105. x2= 137. y1= -1.48 y2= -3.73 BEST
AAA2     1 Serbia Deaths    cc1=  .994499 cc2=  .820238 lx=  5.54546 if= 105 il= 137 6/7/2020   n=  32 now=     250 end=        255       249       253 U=    14.21 T=   84.0 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1= 105. x2= 137. y1= -1.48 y2= -3.73 BEST
GP: Deaths    Serbia 6/7/2020        137     250      255     249      253    51   117 5/18/2020 
AAA1     1 Serbia Deaths    cc1=  .994028 cc2=  .817251 lx=  5.55146 if= 106 il= 137 6/7/2020   n=  31 now=     250 end=        257       249       253 U=    16.46 T=   81.3 p1=   2.8 p2=    97.3 ed=   120 5/21/2020   x1= 106. x2= 137. y1= -1.50 y2= -3.38 BEST
AAA2     1 Serbia Deaths    cc1=  .994181 cc2=  .817251 lx=  5.54646 if= 106 il= 137 6/7/2020   n=  31 now=     250 end=        257       249       253 U=    16.46 T=   81.3 p1=   2.8 p2=    97.3 ed=   120 5/21/2020   x1= 106. x2= 137. y1= -1.50 y2= -3.38 BEST
GP: Deaths    Serbia 6/7/2020        137     250      257     249      253    51   120 5/21/2020 
AAA1     1 Serbia Deaths    cc1=  .993868 cc2=  .814263 lx=  5.55146 if= 107 il= 137 6/7/2020   n=  30 now=     250 end=        257       249       253 U=    16.52 T=   81.2 p1=   2.8 p2=    97.3 ed=   120 5/21/2020   x1= 107. x2= 137. y1= -1.56 y2= -3.38 BEST
AAA2     1 Serbia Deaths    cc1=  .993917 cc2=  .814263 lx=  5.54846 if= 107 il= 137 6/7/2020   n=  30 now=     250 end=        257       249       253 U=    16.52 T=   81.2 p1=   2.8 p2=    97.3 ed=   120 5/21/2020   x1= 107. x2= 137. y1= -1.56 y2= -3.38 BEST
GP: Deaths    Serbia 6/7/2020        137     250      257     249      253    51   120 5/21/2020 
AAA1     1 Serbia Deaths    cc1=  .993722 cc2=  .811148 lx=  5.55146 if= 108 il= 137 6/7/2020   n=  29 now=     250 end=        257       249       253 U=    17.36 T=   78.3 p1=   2.8 p2=    97.3 ed=   119 5/20/2020   x1= 108. x2= 137. y1= -1.71 y2= -3.38 BEST
AAA2     1 Serbia Deaths    cc1=  .993722 cc2=  .811148 lx=  5.55146 if= 108 il= 137 6/7/2020   n=  29 now=     250 end=        257       249       253 U=    17.36 T=   78.3 p1=   2.8 p2=    97.3 ed=   119 5/20/2020   x1= 108. x2= 137. y1= -1.71 y2= -3.38 BEST
GP: Deaths    Serbia 6/7/2020        137     250      257     249      253    51   119 5/20/2020 
AAA1     1 Serbia Deaths    cc1=  .993048 cc2=  .807353 lx=  5.55146 if= 109 il= 137 6/7/2020   n=  28 now=     250 end=        257       249       253 U=    16.76 T=   80.3 p1=   2.8 p2=    97.3 ed=   119 5/20/2020   x1= 109. x2= 137. y1= -1.71 y2= -3.38 BEST
AAA2     1 Serbia Deaths    cc1=  .993048 cc2=  .807353 lx=  5.55146 if= 109 il= 137 6/7/2020   n=  28 now=     250 end=        257       249       253 U=    16.76 T=   80.3 p1=   2.8 p2=    97.3 ed=   119 5/20/2020   x1= 109. x2= 137. y1= -1.71 y2= -3.38 BEST
GP: Deaths    Serbia 6/7/2020        137     250      257     249      253    51   119 5/20/2020 
AAA1     1 Serbia Deaths    cc1=  .992545 cc2=  .803563 lx=  5.55146 if= 110 il= 137 6/7/2020   n=  27 now=     250 end=        257       249       253 U=    16.97 T=   79.6 p1=   2.8 p2=    97.3 ed=   119 5/20/2020   x1= 110. x2= 137. y1= -1.79 y2= -3.38 BEST
AAA2     1 Serbia Deaths    cc1=  .992568 cc2=  .803563 lx=  5.55346 if= 110 il= 137 6/7/2020   n=  27 now=     250 end=        257       249       253 U=    16.97 T=   79.6 p1=   2.8 p2=    97.3 ed=   119 5/20/2020   x1= 110. x2= 137. y1= -1.79 y2= -3.38 BEST
GP: Deaths    Serbia 6/7/2020        137     250      257     249      253    51   119 5/20/2020 
AAA2     1 Serbia Deaths    cc1=  .991176 cc2=  .795060 lx=  5.56146 if= 112 il= 137 6/7/2020   n=  25 now=     250 end=        260       249       253 U=    19.48 T=   76.1 p1=   4.0 p2=    96.2 ed=   122 5/23/2020   x1= 112. x2= 137. y1= -1.84 y2= -3.12     
GP: Deaths    Serbia 6/7/2020        137     250      260     249      253    51   122 5/23/2020 
AAA2     1 Serbia Deaths    cc1=  .990568 cc2=  .790568 lx=  5.56146 if= 113 il= 137 6/7/2020   n=  24 now=     250 end=        260       249       253 U=    19.59 T=   75.8 p1=   4.0 p2=    96.2 ed=   122 5/23/2020   x1= 113. x2= 137. y1= -1.90 y2= -3.12     
GP: Deaths    Serbia 6/7/2020        137     250      260     249      253    51   122 5/23/2020 
AAA2     1 Serbia Deaths    cc1=  .990828 cc2=  .782313 lx=  5.58146 if= 115 il= 137 6/7/2020   n=  22 now=     250 end=        265       249       253 U=    25.41 T=   67.1 p1=   6.0 p2=    94.3 ed=   127 5/28/2020   x1= 115. x2= 137. y1= -1.88 y2= -2.75     
GP: Deaths    Serbia 6/7/2020        137     250      265     249      253    51   127 5/28/2020 
AAA2     1 Serbia Deaths    cc1=  .991018 cc2=  .777817 lx=  5.61146 if= 116 il= 137 6/7/2020   n=  21 now=     250 end=        273       249       253 U=    34.31 T=   55.9 p1=   9.2 p2=    91.6 ed=   136 6/6/2020    x1= 116. x2= 137. y1= -1.75 y2= -2.36     
GP: Deaths    Serbia 6/7/2020        137     250      273     249      253    51   136 6/6/2020  
AAA2     1 Serbia Deaths    cc1=  .991115 cc2=  .772898 lx=  5.65146 if= 117 il= 137 6/7/2020   n=  20 now=     250 end=        284       249       253 U=    44.98 T=   46.6 p1=  13.6 p2=    88.0 ed=   152 6/22/2020   x1= 117. x2= 137. y1= -1.57 y2= -2.01     
GP: Deaths    Serbia 6/7/2020        137     250      284     249      253    51   152 6/22/2020 
AAA2     1 Serbia Deaths    cc1=  .995120 cc2=  .771513 lx=  7.52146 if= 118 il= 137 6/7/2020   n=  19 now=     250 end=       1847       249       253 U=   622.28 T=  569.6 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 118. x2= 137. y1=   .73 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .994731 cc2=  .765315 lx=  7.52146 if= 119 il= 137 6/7/2020   n=  18 now=     250 end=       1847       249       253 U=   632.32 T=  576.6 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 119. x2= 137. y1=   .72 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .994000 cc2=  .758298 lx=  7.52146 if= 120 il= 137 6/7/2020   n=  17 now=     250 end=       1847       249       253 U=   698.21 T=  622.4 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 120. x2= 137. y1=   .72 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .995337 cc2=  .752802 lx=  7.52146 if= 121 il= 137 6/7/2020   n=  16 now=     250 end=       1847       249       253 U=   657.13 T=  593.8 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 121. x2= 137. y1=   .72 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .994952 cc2=  .744952 lx=  7.52146 if= 122 il= 137 6/7/2020   n=  15 now=     250 end=       1847       249       253 U=   672.78 T=  604.7 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 122. x2= 137. y1=   .72 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .996170 cc2=  .737971 lx=  7.52146 if= 123 il= 137 6/7/2020   n=  14 now=     250 end=       1847       249       253 U=   627.93 T=  573.5 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 123. x2= 137. y1=   .72 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .995473 cc2=  .728211 lx=  7.52146 if= 124 il= 137 6/7/2020   n=  13 now=     250 end=       1847       249       253 U=   642.06 T=  583.3 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 124. x2= 137. y1=   .72 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .995742 cc2=  .718392 lx=  7.52146 if= 125 il= 137 6/7/2020   n=  12 now=     250 end=       1847       249       253 U=   592.67 T=  549.0 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 125. x2= 137. y1=   .72 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .994756 cc2=  .706081 lx=  7.52146 if= 126 il= 137 6/7/2020   n=  11 now=     250 end=       1847       249       253 U=   604.28 T=  557.1 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 126. x2= 137. y1=   .71 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .993179 cc2=  .691667 lx=  7.52146 if= 127 il= 137 6/7/2020   n=  10 now=     250 end=       1847       249       253 U=   618.66 T=  567.1 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 127. x2= 137. y1=   .71 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .991604 cc2=  .675376 lx=  7.52146 if= 128 il= 137 6/7/2020   n=   9 now=     250 end=       1847       249       253 U=   637.00 T=  579.8 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 128. x2= 137. y1=   .71 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .993450 cc2=  .660117 lx=  7.52146 if= 129 il= 137 6/7/2020   n=   8 now=     250 end=       1847       249       253 U=   566.22 T=  530.6 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 129. x2= 137. y1=   .71 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .990785 cc2=  .637232 lx=  7.52146 if= 130 il= 137 6/7/2020   n=   7 now=     250 end=       1847       249       253 U=   578.61 T=  539.2 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 130. x2= 137. y1=   .71 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .986248 cc2=  .608284 lx=  7.52146 if= 131 il= 137 6/7/2020   n=   6 now=     250 end=       1847       249       253 U=   595.76 T=  551.1 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 131. x2= 137. y1=   .71 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA2     1 Serbia Deaths    cc1=  .982063 cc2=  .573815 lx=  7.52146 if= 132 il= 137 6/7/2020   n=   5 now=     250 end=       1847       249       253 U=   621.22 T=  568.8 p1= 638.8 p2=    13.5 ed=   999 undefine    x1= 132. x2= 137. y1=   .70 y2=   .70     
GP: Deaths    Serbia 6/7/2020        137     250    -         249      253    51   999 undefine  
AAA1     1 Serbia Deaths    cc1=  .997923 cc2=  .886812 lx=  5.54146 if=  58 il= 138 6/8/2020   n=  80 now=     250 end=        255       250       253 U=    14.22 T=   82.4 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  58. x2= 138. y1=  1.71 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997928 cc2=  .886812 lx=  5.54046 if=  58 il= 138 6/8/2020   n=  80 now=     250 end=        255       250       253 U=    14.22 T=   82.4 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  58. x2= 138. y1=  1.71 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .997845 cc2=  .886042 lx=  5.54146 if=  59 il= 138 6/8/2020   n=  79 now=     250 end=        255       250       253 U=    14.05 T=   83.1 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  59. x2= 138. y1=  1.71 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997852 cc2=  .886042 lx=  5.54046 if=  59 il= 138 6/8/2020   n=  79 now=     250 end=        255       250       253 U=    14.05 T=   83.1 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  59. x2= 138. y1=  1.71 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   116 5/17/2020 
AAA1     1 Serbia Deaths    cc1=  .997768 cc2=  .885259 lx=  5.54146 if=  60 il= 138 6/8/2020   n=  78 now=     250 end=        255       250       253 U=    14.21 T=   82.4 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  60. x2= 138. y1=  1.58 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997773 cc2=  .885259 lx=  5.54046 if=  60 il= 138 6/8/2020   n=  78 now=     250 end=        255       250       253 U=    14.21 T=   82.4 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  60. x2= 138. y1=  1.58 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .997682 cc2=  .884454 lx=  5.54146 if=  61 il= 138 6/8/2020   n=  77 now=     250 end=        255       250       253 U=    14.25 T=   82.3 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  61. x2= 138. y1=  1.49 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997688 cc2=  .884454 lx=  5.54046 if=  61 il= 138 6/8/2020   n=  77 now=     250 end=        255       250       253 U=    14.25 T=   82.3 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  61. x2= 138. y1=  1.49 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .997595 cc2=  .883634 lx=  5.54146 if=  62 il= 138 6/8/2020   n=  76 now=     250 end=        255       250       253 U=    14.07 T=   83.0 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  62. x2= 138. y1=  1.49 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997602 cc2=  .883634 lx=  5.54046 if=  62 il= 138 6/8/2020   n=  76 now=     250 end=        255       250       253 U=    14.07 T=   83.0 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  62. x2= 138. y1=  1.49 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   116 5/17/2020 
AAA1     1 Serbia Deaths    cc1=  .997501 cc2=  .882793 lx=  5.54146 if=  63 il= 138 6/8/2020   n=  75 now=     250 end=        255       250       253 U=    14.05 T=   83.0 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  63. x2= 138. y1=  1.42 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997508 cc2=  .882793 lx=  5.54046 if=  63 il= 138 6/8/2020   n=  75 now=     250 end=        255       250       253 U=    14.05 T=   83.0 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  63. x2= 138. y1=  1.42 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   116 5/17/2020 
AAA1     1 Serbia Deaths    cc1=  .997402 cc2=  .881932 lx=  5.54146 if=  64 il= 138 6/8/2020   n=  74 now=     250 end=        255       250       253 U=    13.16 T=   86.5 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  64. x2= 138. y1=  1.71 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997408 cc2=  .881932 lx=  5.54046 if=  64 il= 138 6/8/2020   n=  74 now=     250 end=        255       250       253 U=    13.16 T=   86.5 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  64. x2= 138. y1=  1.71 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   117 5/18/2020 
AAA1     1 Serbia Deaths    cc1=  .997813 cc2=  .881566 lx=  5.54146 if=  65 il= 138 6/8/2020   n=  73 now=     250 end=        255       250       253 U=    12.98 T=   87.2 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  65. x2= 138. y1=  1.71 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .997815 cc2=  .881566 lx=  5.54246 if=  65 il= 138 6/8/2020   n=  73 now=     250 end=        255       250       253 U=    12.98 T=   87.2 p1=   2.0 p2=    98.0 ed=   117 5/18/2020   x1=  65. x2= 138. y1=  1.71 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   117 5/18/2020 
AAA1     1 Serbia Deaths    cc1=  .998562 cc2=  .881521 lx=  5.54146 if=  66 il= 138 6/8/2020   n=  72 now=     250 end=        255       250       253 U=    14.15 T=   82.6 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  66. x2= 138. y1=  1.18 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998624 cc2=  .881521 lx=  5.54446 if=  66 il= 138 6/8/2020   n=  72 now=     250 end=        255       250       253 U=    14.15 T=   82.6 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  66. x2= 138. y1=  1.18 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   116 5/17/2020 
AAA1     1 Serbia Deaths    cc1=  .998508 cc2=  .880657 lx=  5.54146 if=  67 il= 138 6/8/2020   n=  71 now=     250 end=        255       250       253 U=    14.19 T=   82.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  67. x2= 138. y1=  1.09 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998580 cc2=  .880657 lx=  5.54446 if=  67 il= 138 6/8/2020   n=  71 now=     250 end=        255       250       253 U=    14.19 T=   82.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  67. x2= 138. y1=  1.09 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998446 cc2=  .879768 lx=  5.54146 if=  68 il= 138 6/8/2020   n=  70 now=     250 end=        255       250       253 U=    14.20 T=   82.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  68. x2= 138. y1=  1.02 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998528 cc2=  .879768 lx=  5.54446 if=  68 il= 138 6/8/2020   n=  70 now=     250 end=        255       250       253 U=    14.20 T=   82.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  68. x2= 138. y1=  1.02 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998381 cc2=  .878858 lx=  5.54146 if=  69 il= 138 6/8/2020   n=  69 now=     250 end=        255       250       253 U=    13.99 T=   83.3 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  69. x2= 138. y1=  1.02 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998471 cc2=  .878858 lx=  5.54546 if=  69 il= 138 6/8/2020   n=  69 now=     250 end=        255       250       253 U=    13.99 T=   83.3 p1=   2.0 p2=    98.0 ed=   116 5/17/2020   x1=  69. x2= 138. y1=  1.02 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   116 5/17/2020 
AAA1     1 Serbia Deaths    cc1=  .998344 cc2=  .877958 lx=  5.54146 if=  70 il= 138 6/8/2020   n=  68 now=     250 end=        255       250       253 U=    14.45 T=   81.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  70. x2= 138. y1=   .79 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998465 cc2=  .877958 lx=  5.54546 if=  70 il= 138 6/8/2020   n=  68 now=     250 end=        255       250       253 U=    14.45 T=   81.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  70. x2= 138. y1=   .79 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998289 cc2=  .877021 lx=  5.54146 if=  71 il= 138 6/8/2020   n=  67 now=     250 end=        255       250       253 U=    14.39 T=   81.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  71. x2= 138. y1=   .75 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998404 cc2=  .877021 lx=  5.54546 if=  71 il= 138 6/8/2020   n=  67 now=     250 end=        255       250       253 U=    14.39 T=   81.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  71. x2= 138. y1=   .75 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998222 cc2=  .876053 lx=  5.54146 if=  72 il= 138 6/8/2020   n=  66 now=     250 end=        255       250       253 U=    14.53 T=   81.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  72. x2= 138. y1=   .63 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998334 cc2=  .876053 lx=  5.54546 if=  72 il= 138 6/8/2020   n=  66 now=     250 end=        255       250       253 U=    14.53 T=   81.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  72. x2= 138. y1=   .63 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998191 cc2=  .875099 lx=  5.54146 if=  73 il= 138 6/8/2020   n=  65 now=     250 end=        255       250       253 U=    14.52 T=   81.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  73. x2= 138. y1=   .56 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998286 cc2=  .875099 lx=  5.54446 if=  73 il= 138 6/8/2020   n=  65 now=     250 end=        255       250       253 U=    14.52 T=   81.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  73. x2= 138. y1=   .56 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998164 cc2=  .874129 lx=  5.54146 if=  74 il= 138 6/8/2020   n=  64 now=     250 end=        255       250       253 U=    14.59 T=   80.9 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  74. x2= 138. y1=   .48 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998245 cc2=  .874129 lx=  5.54446 if=  74 il= 138 6/8/2020   n=  64 now=     250 end=        255       250       253 U=    14.59 T=   80.9 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  74. x2= 138. y1=   .48 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998173 cc2=  .873173 lx=  5.54146 if=  75 il= 138 6/8/2020   n=  63 now=     250 end=        255       250       253 U=    14.63 T=   80.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  75. x2= 138. y1=   .39 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998234 cc2=  .873173 lx=  5.54446 if=  75 il= 138 6/8/2020   n=  63 now=     250 end=        255       250       253 U=    14.63 T=   80.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  75. x2= 138. y1=   .39 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998225 cc2=  .872236 lx=  5.54146 if=  76 il= 138 6/8/2020   n=  62 now=     250 end=        255       250       253 U=    14.52 T=   81.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  76. x2= 138. y1=   .36 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998266 cc2=  .872236 lx=  5.54346 if=  76 il= 138 6/8/2020   n=  62 now=     250 end=        255       250       253 U=    14.52 T=   81.2 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  76. x2= 138. y1=   .36 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998244 cc2=  .871244 lx=  5.54146 if=  77 il= 138 6/8/2020   n=  61 now=     250 end=        255       250       253 U=    14.44 T=   81.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  77. x2= 138. y1=   .31 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998269 cc2=  .871244 lx=  5.54346 if=  77 il= 138 6/8/2020   n=  61 now=     250 end=        255       250       253 U=    14.44 T=   81.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  77. x2= 138. y1=   .31 y2= -3.91 BEST
GP: Deaths    Serbia 6/8/2020        138     250      255     250      253    47   115 5/16/2020 
AAA1     1 Serbia Deaths    cc1=  .998246 cc2=  .870209 lx=  5.54146 if=  78 il= 138 6/8/2020   n=  60 now=     250 end=        255       250       253 U=    14.24 T=   82.3 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  78. x2= 138. y1=   .30 y2= -3.91 BEST
AAA2     1 Serbia Deaths    cc1=  .998261 cc2=  .870209 lx=  5.54246 if=  78 il= 138 6/8/2020   n=  60 now=     250 end=        255       250       253 U=    14.24 T=   82.3 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  78. x2= 138. y1=   .30 y2= -3.91 BEST
