TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       12001.00000        9.39275
TAB:  Denmark Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Denmark Confirmed cc1=  .949894 cc2=  .672544 lx= 11.39275 if=  37 il=  49 3/11/2020  n=  12 now=   12001 end=      88676       442         0 U=    15.69 T=   75.2 p1= 638.9 p2=    13.5 ed=   112 5/13/2020   x1=  37. x2=  49. y1=  2.43 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0   112 5/13/2020 
AAA2     1 Denmark Confirmed cc1=  .941095 cc2=  .652420 lx= 11.39275 if=  38 il=  49 3/11/2020  n=  11 now=   12001 end=      88676       442         0 U=    16.58 T=   76.6 p1= 638.9 p2=    13.5 ed=   115 5/16/2020   x1=  38. x2=  49. y1=  2.33 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0   115 5/16/2020 
AAA2     1 Denmark Confirmed cc1=  .945278 cc2=  .643767 lx= 11.39275 if=  39 il=  49 3/11/2020  n=  10 now=   12001 end=      88676       442         0 U=    15.74 T=   75.3 p1= 638.9 p2=    13.5 ed=   112 5/13/2020   x1=  39. x2=  49. y1=  2.30 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0   112 5/13/2020 
AAA2     1 Denmark Confirmed cc1=  .952227 cc2=  .635999 lx= 11.39275 if=  40 il=  49 3/11/2020  n=   9 now=   12001 end=      88676       442         0 U=    14.17 T=   72.6 p1= 638.9 p2=    13.5 ed=   106 5/7/2020    x1=  40. x2=  49. y1=  2.30 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0   106 5/7/2020  
AAA2     1 Denmark Confirmed cc1=  .951448 cc2=  .618115 lx= 11.39275 if=  41 il=  49 3/11/2020  n=   8 now=   12001 end=      88676       442         0 U=    13.47 T=   71.5 p1= 638.9 p2=    13.5 ed=   103 5/4/2020    x1=  41. x2=  49. y1=  2.26 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0   103 5/4/2020  
AAA2     1 Denmark Confirmed cc1=  .952467 cc2=  .598913 lx= 11.39275 if=  42 il=  49 3/11/2020  n=   7 now=   12001 end=      88676       442         0 U=    12.98 T=   70.7 p1= 638.9 p2=    13.5 ed=   101 5/2/2020    x1=  42. x2=  49. y1=  2.21 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0   101 5/2/2020  
AAA2     1 Denmark Confirmed cc1=  .963971 cc2=  .586007 lx= 11.39275 if=  43 il=  49 3/11/2020  n=   6 now=   12001 end=      88676       442         0 U=    11.13 T=   67.6 p1= 638.9 p2=    13.5 ed=    93 4/24/2020   x1=  43. x2=  49. y1=  2.21 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0    93 4/24/2020 
AAA2     1 Denmark Confirmed cc1=  .959514 cc2=  .551266 lx= 11.39275 if=  44 il=  49 3/11/2020  n=   5 now=   12001 end=      88676       442         0 U=    11.28 T=   67.8 p1= 638.9 p2=    13.5 ed=    94 4/25/2020   x1=  44. x2=  49. y1=  2.11 y2=  1.67     
GP: Confirmed Denmark 3/11/2020        49   12001    -         442        0     0    94 4/25/2020 
AAA2     1 Denmark Confirmed cc1=  .956901 cc2=  .698702 lx= 11.39275 if=  36 il=  50 3/12/2020  n=  14 now=   12001 end=      88676       615      5098 U=    16.88 T=   77.1 p1= 638.9 p2=    13.5 ed=   116 5/17/2020   x1=  36. x2=  50. y1=  2.43 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1   116 5/17/2020 
AAA2     1 Denmark Confirmed cc1=  .956319 cc2=  .689057 lx= 11.39275 if=  37 il=  50 3/12/2020  n=  13 now=   12001 end=      88676       615      5098 U=    15.68 T=   75.1 p1= 638.9 p2=    13.5 ed=   112 5/13/2020   x1=  37. x2=  50. y1=  2.43 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1   112 5/13/2020 
AAA2     1 Denmark Confirmed cc1=  .950702 cc2=  .673352 lx= 11.39275 if=  38 il=  50 3/12/2020  n=  12 now=   12001 end=      88676       615      5098 U=    16.49 T=   76.4 p1= 638.9 p2=    13.5 ed=   115 5/16/2020   x1=  38. x2=  50. y1=  2.33 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1   115 5/16/2020 
AAA2     1 Denmark Confirmed cc1=  .955804 cc2=  .667129 lx= 11.39275 if=  39 il=  50 3/12/2020  n=  11 now=   12001 end=      88676       615      5098 U=    15.72 T=   75.2 p1= 638.9 p2=    13.5 ed=   112 5/13/2020   x1=  39. x2=  50. y1=  2.30 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1   112 5/13/2020 
AAA2     1 Denmark Confirmed cc1=  .962918 cc2=  .661407 lx= 11.39275 if=  40 il=  50 3/12/2020  n=  10 now=   12001 end=      88676       615      5098 U=    14.29 T=   72.9 p1= 638.9 p2=    13.5 ed=   106 5/7/2020    x1=  40. x2=  50. y1=  2.30 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1   106 5/7/2020  
AAA2     1 Denmark Confirmed cc1=  .964224 cc2=  .647996 lx= 11.39275 if=  41 il=  50 3/12/2020  n=   9 now=   12001 end=      88676       615      5098 U=    13.67 T=   71.9 p1= 638.9 p2=    13.5 ed=   104 5/5/2020    x1=  41. x2=  50. y1=  2.26 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1   104 5/5/2020  
AAA2     1 Denmark Confirmed cc1=  .966840 cc2=  .633507 lx= 11.39275 if=  42 il=  50 3/12/2020  n=   8 now=   12001 end=      88676       615      5098 U=    13.25 T=   71.3 p1= 638.9 p2=    13.5 ed=   102 5/3/2020    x1=  42. x2=  50. y1=  2.21 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1   102 5/3/2020  
AAA2     1 Denmark Confirmed cc1=  .976066 cc2=  .622513 lx= 11.39275 if=  43 il=  50 3/12/2020  n=   7 now=   12001 end=      88676       615      5098 U=    11.60 T=   68.6 p1= 638.9 p2=    13.5 ed=    95 4/26/2020   x1=  43. x2=  50. y1=  2.21 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1    95 4/26/2020 
AAA2     1 Denmark Confirmed cc1=  .973970 cc2=  .596006 lx= 11.39275 if=  44 il=  50 3/12/2020  n=   6 now=   12001 end=      88676       615      5098 U=    11.82 T=   69.0 p1= 638.9 p2=    13.5 ed=    96 4/27/2020   x1=  44. x2=  50. y1=  2.11 y2=  1.60     
GP: Confirmed Denmark 3/12/2020        50   12001    -         615     5098     1    96 4/27/2020 
AAA1     1 Denmark Confirmed cc1=  .989954 cc2=  .581705 lx=  8.51275 if=  45 il=  50 3/12/2020  n=   5 now=   12001 end=       4977       615      5098 U=     5.29 T=   53.9 p1= -58.5 p2=   241.1 ed=    66 3/28/2020   x1=  45. x2=  50. y1=  1.68 y2=   .74 BEST
AAA2     1 Denmark Confirmed cc1=  .989954 cc2=  .581705 lx=  8.51675 if=  45 il=  50 3/12/2020  n=   5 now=   12001 end=       4977       615      5098 U=     5.29 T=   53.9 p1= -58.5 p2=   241.1 ed=    66 3/28/2020   x1=  45. x2=  50. y1=  1.68 y2=   .74 BEST
GP: Confirmed Denmark 3/12/2020        50   12001     4977     615     5098     1    66 3/28/2020 
AAA2     1 Denmark Confirmed cc1=  .963205 cc2=  .713205 lx= 11.39275 if=  36 il=  51 3/13/2020  n=  15 now=   12001 end=      88676       801      1108 U=    16.97 T=   77.3 p1= 638.9 p2=    13.5 ed=   117 5/18/2020   x1=  36. x2=  51. y1=  2.43 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1   117 5/18/2020 
AAA2     1 Denmark Confirmed cc1=  .963629 cc2=  .705430 lx= 11.39275 if=  37 il=  51 3/13/2020  n=  14 now=   12001 end=      88676       801      1108 U=    15.84 T=   75.5 p1= 638.9 p2=    13.5 ed=   112 5/13/2020   x1=  37. x2=  51. y1=  2.43 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1   112 5/13/2020 
AAA2     1 Denmark Confirmed cc1=  .960056 cc2=  .692795 lx= 11.39275 if=  38 il=  51 3/13/2020  n=  13 now=   12001 end=      88676       801      1108 U=    16.61 T=   76.7 p1= 638.9 p2=    13.5 ed=   115 5/16/2020   x1=  38. x2=  51. y1=  2.33 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1   115 5/16/2020 
AAA2     1 Denmark Confirmed cc1=  .965129 cc2=  .687779 lx= 11.39275 if=  39 il=  51 3/13/2020  n=  12 now=   12001 end=      88676       801      1108 U=    15.91 T=   75.6 p1= 638.9 p2=    13.5 ed=   113 5/14/2020   x1=  39. x2=  51. y1=  2.30 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1   113 5/14/2020 
AAA2     1 Denmark Confirmed cc1=  .971544 cc2=  .682868 lx= 11.39275 if=  40 il=  51 3/13/2020  n=  11 now=   12001 end=      88676       801      1108 U=    14.58 T=   73.6 p1= 638.9 p2=    13.5 ed=   108 5/9/2020    x1=  40. x2=  51. y1=  2.30 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1   108 5/9/2020  
AAA2     1 Denmark Confirmed cc1=  .973276 cc2=  .671765 lx= 11.39275 if=  41 il=  51 3/13/2020  n=  10 now=   12001 end=      88676       801      1108 U=    14.03 T=   72.7 p1= 638.9 p2=    13.5 ed=   105 5/6/2020    x1=  41. x2=  51. y1=  2.26 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1   105 5/6/2020  
AAA2     1 Denmark Confirmed cc1=  .975670 cc2=  .659442 lx= 11.39275 if=  42 il=  51 3/13/2020  n=   9 now=   12001 end=      88676       801      1108 U=    13.67 T=   72.2 p1= 638.9 p2=    13.5 ed=   104 5/5/2020    x1=  42. x2=  51. y1=  2.21 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1   104 5/5/2020  
AAA2     1 Denmark Confirmed cc1=  .982027 cc2=  .648694 lx= 11.39275 if=  43 il=  51 3/13/2020  n=   8 now=   12001 end=      88676       801      1108 U=    12.15 T=   69.8 p1= 638.9 p2=    13.5 ed=    98 4/29/2020   x1=  43. x2=  51. y1=  2.21 y2=  1.55     
GP: Confirmed Denmark 3/13/2020        51   12001    -         801     1108     1    98 4/29/2020 
AAA2     1 Denmark Confirmed cc1=  .980242 cc2=  .626689 lx=  8.90275 if=  44 il=  51 3/13/2020  n=   7 now=   12001 end=       7352       801      1108 U=     7.32 T=   56.8 p1= -38.7 p2=   163.2 ed=    74 4/5/2020    x1=  44. x2=  51. y1=  1.75 y2=   .80     
GP: Confirmed Denmark 3/13/2020        51   12001     7352     801     1108     1    74 4/5/2020  
AAA2     1 Denmark Confirmed cc1=  .992996 cc2=  .615031 lx=  7.53275 if=  45 il=  51 3/13/2020  n=   6 now=   12001 end=       1868       801      1108 U=     3.64 T=   50.4 p1= -84.4 p2=   642.5 ed=    58 3/20/2020   x1=  45. x2=  51. y1=  1.48 y2=  -.17     
GP: Confirmed Denmark 3/13/2020        51   12001     1868     801     1108     1    58 3/20/2020 
AAA1     1 Denmark Confirmed cc1=  .998600 cc2=  .590352 lx=  7.16275 if=  46 il=  51 3/13/2020  n=   5 now=   12001 end=       1290       801      1108 U=     2.47 T=   49.2 p1= -89.3 p2=   930.3 ed=    55 3/17/2020   x1=  46. x2=  51. y1=  1.28 y2=  -.74 BEST
AAA2     1 Denmark Confirmed cc1=  .998600 cc2=  .590352 lx=  7.16475 if=  46 il=  51 3/13/2020  n=   5 now=   12001 end=       1290       801      1108 U=     2.47 T=   49.2 p1= -89.3 p2=   930.3 ed=    55 3/17/2020   x1=  46. x2=  51. y1=  1.28 y2=  -.74 BEST
GP: Confirmed Denmark 3/13/2020        51   12001     1290     801     1108     1    55 3/17/2020 
AAA2     1 Denmark Confirmed cc1=  .969430 cc2=  .726895 lx= 11.39275 if=  36 il=  52 3/14/2020  n=  16 now=   12001 end=      88676       827      1108 U=    17.96 T=   79.7 p1= 638.9 p2=    13.5 ed=   122 5/23/2020   x1=  36. x2=  52. y1=  2.43 y2=  1.54     
GP: Confirmed Denmark 3/14/2020        52   12001    -         827     1108     2   122 5/23/2020 
AAA2     1 Denmark Confirmed cc1=  .970062 cc2=  .720062 lx= 11.39275 if=  37 il=  52 3/14/2020  n=  15 now=   12001 end=      88676       827      1108 U=    16.84 T=   78.0 p1= 638.9 p2=    13.5 ed=   117 5/18/2020   x1=  37. x2=  52. y1=  2.43 y2=  1.54     
GP: Confirmed Denmark 3/14/2020        52   12001    -         827     1108     2   117 5/18/2020 
AAA2     1 Denmark Confirmed cc1=  .967402 cc2=  .709203 lx= 11.39275 if=  38 il=  52 3/14/2020  n=  14 now=   12001 end=      88676       827      1108 U=    17.74 T=   79.4 p1= 638.9 p2=    13.5 ed=   121 5/22/2020   x1=  38. x2=  52. y1=  2.33 y2=  1.54     
GP: Confirmed Denmark 3/14/2020        52   12001    -         827     1108     2   121 5/22/2020 
AAA2     1 Denmark Confirmed cc1=  .971522 cc2=  .704261 lx= 11.39275 if=  39 il=  52 3/14/2020  n=  13 now=   12001 end=      88676       827      1108 U=    17.08 T=   78.3 p1= 638.9 p2=    13.5 ed=   118 5/19/2020   x1=  39. x2=  52. y1=  2.30 y2=  1.54     
GP: Confirmed Denmark 3/14/2020        52   12001    -         827     1108     2   118 5/19/2020 
AAA2     1 Denmark Confirmed cc1=  .976327 cc2=  .698976 lx= 11.39275 if=  40 il=  52 3/14/2020  n=  12 now=   12001 end=      88676       827      1108 U=    15.77 T=   76.3 p1= 638.9 p2=    13.5 ed=   113 5/14/2020   x1=  40. x2=  52. y1=  2.30 y2=  1.54     
GP: Confirmed Denmark 3/14/2020        52   12001    -         827     1108     2   113 5/14/2020 
AAA2     1 Denmark Confirmed cc1=  .977023 cc2=  .688348 lx= 11.39275 if=  41 il=  52 3/14/2020  n=  11 now=   12001 end=      88676       827      1108 U=    15.29 T=   75.6 p1= 638.9 p2=    13.5 ed=   111 5/12/2020   x1=  41. x2=  52. y1=  2.26 y2=  1.54     
GP: Confirmed Denmark 3/14/2020        52   12001    -         827     1108     2   111 5/12/2020 
AAA2     1 Denmark Confirmed cc1=  .977582 cc2=  .676070 lx= 11.39275 if=  42 il=  52 3/14/2020  n=  10 now=   12001 end=      88676       827      1108 U=    15.04 T=   75.2 p1= 638.9 p2=    13.5 ed=   110 5/11/2020   x1=  42. x2=  52. y1=  2.21 y2=  1.54     
GP: Confirmed Denmark 3/14/2020        52   12001    -         827     1108     2   110 5/11/2020 
AAA2     1 Denmark Confirmed cc1=  .980518 cc2=  .664290 lx=  8.91275 if=  43 il=  52 3/14/2020  n=   9 now=   12001 end=       7426       827      1108 U=     8.16 T=   58.4 p1= -38.1 p2=   161.6 ed=    77 4/8/2020    x1=  43. x2=  52. y1=  1.89 y2=   .79     
GP: Confirmed Denmark 3/14/2020        52   12001     7426     827     1108     2    77 4/8/2020  
AAA2     1 Denmark Confirmed cc1=  .981104 cc2=  .647771 lx=  7.45275 if=  44 il=  52 3/14/2020  n=   8 now=   12001 end=       1724       827      1108 U=     4.52 T=   50.6 p1= -85.6 p2=   696.1 ed=    61 3/23/2020   x1=  44. x2=  52. y1=  1.46 y2=  -.31     
GP: Confirmed Denmark 3/14/2020        52   12001     1724     827     1108     2    61 3/23/2020 
AAA1     1 Denmark Confirmed cc1=  .990651 cc2=  .637098 lx=  7.10275 if=  45 il=  52 3/14/2020  n=   7 now=   12001 end=       1215       827      1108 U=     3.00 T=   49.1 p1= -89.9 p2=   987.7 ed=    56 3/18/2020   x1=  45. x2=  52. y1=  1.38 y2=  -.95 BEST
AAA2     1 Denmark Confirmed cc1=  .990651 cc2=  .637098 lx=  7.10475 if=  45 il=  52 3/14/2020  n=   7 now=   12001 end=       1215       827      1108 U=     3.00 T=   49.1 p1= -89.9 p2=   987.7 ed=    56 3/18/2020   x1=  45. x2=  52. y1=  1.38 y2=  -.95 BEST
GP: Confirmed Denmark 3/14/2020        52   12001     1215     827     1108     2    56 3/18/2020 
AAA1     1 Denmark Confirmed cc1=  .994124 cc2=  .616159 lx=  6.94275 if=  46 il=  52 3/14/2020  n=   6 now=   12001 end=       1035       827      1108 U=     2.21 T=   48.7 p1= -91.4 p2=  1159.5 ed=    53 3/15/2020   x1=  46. x2=  52. y1=  1.22 y2= -1.49 BEST
AAA2     1 Denmark Confirmed cc1=  .994124 cc2=  .616159 lx=  6.94575 if=  46 il=  52 3/14/2020  n=   6 now=   12001 end=       1035       827      1108 U=     2.21 T=   48.7 p1= -91.4 p2=  1159.5 ed=    53 3/15/2020   x1=  46. x2=  52. y1=  1.22 y2= -1.49 BEST
GP: Confirmed Denmark 3/14/2020        52   12001     1035     827     1108     2    53 3/15/2020 
AAA2     1 Denmark Confirmed cc1=  .973613 cc2=  .737911 lx= 11.39275 if=  36 il=  53 3/15/2020  n=  17 now=   12001 end=      88676       864      1108 U=    18.89 T=   81.9 p1= 638.9 p2=    13.5 ed=   126 5/27/2020   x1=  36. x2=  53. y1=  2.43 y2=  1.53     
GP: Confirmed Denmark 3/15/2020        53   12001    -         864     1108     4   126 5/27/2020 
AAA2     1 Denmark Confirmed cc1=  .973960 cc2=  .731424 lx= 11.39275 if=  37 il=  53 3/15/2020  n=  16 now=   12001 end=      88676       864      1108 U=    17.77 T=   80.2 p1= 638.9 p2=    13.5 ed=   122 5/23/2020   x1=  37. x2=  53. y1=  2.43 y2=  1.53     
